ITIS_event_category_sid,id,name,open511_subtype
629,4886,drizzle,
630,4887,showers,
631,4888,dew,
632,4889,precipitation-cleared,
633,7936,on-bridges,
634,7937,in-tunnels,
635,7938,entering-or-leaving-tunnels,
636,7939,on-ramps,
637,7940,in-road-construction-area,
638,7941,around-a-curve,
639,7942,on-curve,
640,7943,on-tracks,
641,7944,in-street,
642,7945,shoulder,
643,7946,on-minor-roads,
644,7947,in-the-opposing-lanes,
645,7948,adjacent-to-roadway,
646,7949,across-tracks,
647,7950,on-bend,
648,7951,intersection,
649,7952,entire-intersection,
650,7953,in-the-median,
651,7954,moved-to-side-of-road,
652,7955,moved-to-shoulder,
653,7956,on-the-roadway,
654,7957,dip,
655,7958,traffic-circle,
656,7959,crossover,
657,7960,cross-road,
658,7961,side-road,
659,7962,to,
660,7963,by,
661,7964,through,
662,7965,area-of,
663,7966,under,
664,7967,over,
665,7968,from,
666,7969,approaching,
667,7970,entering-at,
668,7971,exiting-at,
669,7972,in-shaded-areas,
670,7973,in-low-lying-areas,
671,7974,in-the-downtown-area,
672,7975,in-the-inner-city-area,
673,7976,in-parts,
674,7977,in-some-places,
675,7978,in-the-ditch,
676,7979,in-the-valley,
677,7980,on-hill-top,
678,7981,near-the-foothills,
679,7982,at-high-altitudes,
680,7983,near-the-lake,
681,7984,near-the-shore,
682,7985,nearby-basin,
683,7986,over-the-crest-of-a-hill,
684,7987,other-than-on-the-roadway,
685,7988,near-the-beach,
686,7989,near-beach-access-point,
687,7990,mountain-pass,
688,7991,lower-level,
689,7992,upper-level,
690,7993,airport,
691,7994,concourse,
692,7995,gate,
693,7996,baggage-claim,
694,7997,customs-point,
695,7998,reservation-center,
696,7999,station,
697,8000,platform,
698,8001,dock,
699,8002,depot,
700,8003,ev-charging-point,
701,8004,information-welcome-point,
702,8005,at-rest-area,
703,8006,at-service-area,
704,8007,at-weigh-station,
705,8008,roadside-park,
706,8009,picnic-areas,
707,8010,rest-area,
708,8011,service-stations,
709,8012,toilets,
710,8013,bus-stop,
711,8014,park-and-ride-lot,
712,8015,on-the-right,
713,8016,on-the-left,
714,8017,in-the-center,
715,8018,in-the-opposite-direction,
716,8019,cross-traffic,
717,8020,northbound-traffic,
718,8021,eastbound-traffic,
719,8022,southbound-traffic,
720,8023,westbound-traffic,
721,8024,north,
722,8025,south,
723,8026,east,
724,8027,west,
725,8028,northeast,
726,8029,northwest,
727,8030,southeast,
728,8031,southwest,
927,9728,emergency-vehicle-units,
928,9729,federal-law-enforcement-units,
929,9730,state-police-units,
930,9731,county-police-units,
931,9732,local-police-units,
932,9733,ambulance-units,
933,9734,rescue-units,
934,9735,fire-units,
935,9736,hazmat-units,
936,9737,light-tow-unit,
937,9738,heavy-tow-unit,
938,9739,private-tow-units,
939,9740,freeway-service-patrols,
940,9741,transportation-response-units,
941,9742,private-contractor-response-units,
942,2560,restrictions,
943,2561,ramp-restrictions,
944,2562,truck-restriction,
945,2563,speed-restriction,
946,2564,noise-restriction,
947,2565,traffic-regulations-have-been-changed,
948,2566,local-access-only,
949,2567,no-trailers,
950,2568,no-high-profile-vehicles,
951,2569,hazardous-materials-truck-restriction,
952,2570,no-through-traffic,
953,2571,no-motor-vehicles,
954,2572,width-limit,
955,2573,height-limit,
956,2574,length-limit,
957,2575,axle-load-limit,
958,2576,gross-weight-limit,
959,2577,axle-count-limit,
960,2578,carpool-lane-available,
961,2579,carpool-restrictions-changed,
962,2580,hov-2-no-single-occupant-vehicles,
963,2581,hov-3-no-vehicles-with-less-than-three-occupants,
964,2582,bus-lane-available-for-all-vehicles,
965,2583,truck-lane-available-for-all-vehicles,
966,2584,permits-call-in-basis,
967,2585,permits-temporarily-closed,
968,2586,permits-closed,
969,2587,road-use-permits-required,
970,2588,permits-open,
971,2589,restrictions-for-high-profile-vehicles-lifted,
972,2590,width-limit-lifted,
973,2591,height-limit-lifted,
974,2592,length-limit-lifted,
975,2593,axle-load-limit-lifted,
976,2594,weight-limit-lifted,
977,2595,axle-count-limit-lifted,
978,2596,carpool-restrictions-lifted,
979,2597,lane-restrictions-lifted,
980,2598,ramp-restrictions-lifted,
981,2599,motor-vehicle-restrictions-lifted,
982,2600,restrictions-lifted,
983,1024,road-construction,ROAD_CONSTRUCTION
984,1025,major-road-construction,ROAD_CONSTRUCTION
985,1026,long-term-road-construction,ROAD_CONSTRUCTION
986,1027,construction-work,
987,1028,paving-operations,ROAD_MAINTENANCE
988,1029,work-in-the-median,ROAD_MAINTENANCE
989,1030,road-reconstruction,ROAD_MAINTENANCE
990,1031,opposing-traffic,
991,1032,narrow-lanes,
992,1033,construction-traffic-merging,
993,1034,single-line-traffic-alternating-directions,
994,1035,road-maintenance-operations,ROAD_MAINTENANCE
995,1036,road-marking-operations,ROAD_MAINTENANCE
996,1037,road-widening,ROAD_MAINTENANCE
997,1038,cracks,
998,1039,crack-remove,
999,1040,bumps,
1000,1041,drop-off,
1001,1042,storm-drain,
1002,1043,bridge-maintenance-operations,ROAD_MAINTENANCE
1003,1044,bridge-construction,ROAD_CONSTRUCTION
1004,1045,bridge-demolition-work,ROAD_MAINTENANCE
1005,1046,seismic-retrofit,
1006,1047,overgrown-grass,
1007,1048,overgrown-brushshrubs,
1008,1049,overgrown-trees,
1009,1050,blasting,
1010,1051,avalanche-control-activities,
1011,1052,water-main-work,
1012,1053,gas-main-work,
1013,1054,work-on-underground-cables,
1014,1055,work-on-underground-services,
1015,1056,new-road-construction-layout,
1016,1057,new-road-layout,
1017,1058,temporary-lane-markings,
1018,1059,temporary-traffic-lights,
1019,1060,emergency-maintenance,EMERGENCY_MAINTENANCE
1020,1061,utiltity-work,
1021,1062,road-maintenance-cleared,
1022,1063,normal-road-layout-restored,
1023,1064,road-work-clearance-in-progress,
1024,1065,road-construction-cleared,
1025,1066,normal-traffic-lanes-restored,
1026,1067,road-work-cleared,
1027,3840,major-event,PLANNED_EVENT
1028,3841,airshow,PLANNED_EVENT
1029,3842,hot-air-ballooning,PLANNED_EVENT
1030,3843,concert,PLANNED_EVENT
1031,3844,state-occasion,PLANNED_EVENT
1032,3845,vip-visit,PLANNED_EVENT
1033,3846,show,PLANNED_EVENT
1034,3847,festival,PLANNED_EVENT
1035,3848,exhibition,PLANNED_EVENT
1036,3849,performing-arts,PLANNED_EVENT
1037,3850,outdoor-market,PLANNED_EVENT
1038,3851,fair,PLANNED_EVENT
1039,3852,carnival,PLANNED_EVENT
1040,3853,fireworks-display,PLANNED_EVENT
1041,3854,trade-expo,PLANNED_EVENT
1042,3855,movie-filming,PLANNED_EVENT
1043,3856,presidential-visit,PLANNED_EVENT
1044,3857,parade,PLANNED_EVENT
1045,3858,procession,PLANNED_EVENT
1046,3859,funeral-procession,PLANNED_EVENT
1047,3860,crowd,CROWD
1048,3861,holiday-traffic-crowds,CROWD
1049,3862,event-ended,
1050,3584,sports-event,PLANNED_EVENT
1051,3585,game,PLANNED_EVENT
1052,3586,tournament,PLANNED_EVENT
1053,3587,track-and-field-event,PLANNED_EVENT
1054,3588,baseball-game,PLANNED_EVENT
1055,3589,basketball-game,PLANNED_EVENT
1056,3590,boxing-match,PLANNED_EVENT
1057,3591,football-game,PLANNED_EVENT
1058,3592,soccer-game,PLANNED_EVENT
1059,3593,golf-tournament,PLANNED_EVENT
1060,3594,hockey-game,PLANNED_EVENT
1061,3595,tennis-tournament,PLANNED_EVENT
1062,3596,wrestling-match,PLANNED_EVENT
1063,3597,road-race,PLANNED_EVENT
1064,3598,automobile-race,PLANNED_EVENT
1065,3599,bicycle-race,PLANNED_EVENT
1066,3600,race-event,PLANNED_EVENT
1067,3601,marathon,PLANNED_EVENT
1068,3602,horse-show,PLANNED_EVENT
1069,3603,rodeo,PLANNED_EVENT
1070,3604,water-sports-event,PLANNED_EVENT
1071,3605,winter-sports-event,PLANNED_EVENT
1072,3606,skating-event,PLANNED_EVENT
1073,3607,dog-sled-race,PLANNED_EVENT
1074,3608,sporting-event-ended,PLANNED_EVENT
1075,6656,why-not-ride-share,
1076,6657,is-this-your-no-ride-day,
1077,6658,why-not-use-transit,
1078,6659,why-not-park-and-ride,
1079,6660,why-not-try-paratransit,
1080,6661,why-not-travel-by-rail,
1081,6662,why-not-use-the-subway,
1082,6663,why-not-try-rapid-transit,
1083,6664,why-not-travel-by-bus,
1084,6665,your-parking-ticket-covers-the-return-ride,
1085,6666,avoid-the-rush-hour,
1086,6667,do-not-allow-unnecessary-gaps,
1087,6668,follow-the-vehicle-in-front-smoothly,
1088,6669,do-not-slow-down-unnecessarily,
1089,6670,watch-for-muggers,
1090,6671,watch-for-pickpockets,
1091,6672,watch-for-thieves,
1092,6673,sorry-for-any-delay,
1093,6674,thank-you-for-your-understanding,
1094,6675,we-appreciate-your-patience,
1095,6676,we-are-grateful-for-your-cooperation,
1096,6677,share-the-road,
1097,4352,information-available-on-radio,
1098,4353,information-available-on-tv,
1099,4354,call-to-get-information,
1100,4355,information-available-via-internet,
1101,4356,test-message,
1102,4357,no-information-available,
1103,4358,null-description,
1104,4359,police-assistance,
1105,4360,police-monitor-cb,
1106,4361,emergency-notification,
1107,4362,in-emergency-dial-911,
1108,4363,travel-info-call-511,
1109,4364,car-pool-information,
1110,4365,information-service-resumed,
1111,4366,information-service-is-being-suspended,
1112,4367,message-canceled,
1113,5632,maximum-temperature,
1114,5633,temperature,
1115,5634,minimum-temperature,
1116,5635,current-temperature,
1117,5636,heat-index,
1118,5637,extreme-heat,
1119,5638,hot,
1120,5639,hotter,
1121,5640,heat,
1122,5641,warmer,
1123,5642,warm,
1124,5643,mild,
1125,5644,cool,
1126,5645,cooler,
1127,5646,cold,
1128,5647,colder,
1129,5648,very-cold,
1130,5649,extreme-cold,
1131,5650,wind-chill,
1132,5651,dewpoint,
1133,5652,relative-humidity,
1134,5653,temperatures-close-to-the-seasonal-norm,
1135,5654,less-extreme-temperatures,
1136,256,stopped-traffic,
1137,257,stop-and-go-traffic,
1138,258,slow-traffic,
1139,259,heavy-traffic,
1140,260,traffic-building,
1141,261,long-queues,
1142,262,traffic-congestion,
1143,263,traffic-lighter-than-normal,
1144,264,traffic-heavier-than-normal,
1145,265,traffic-much-heavier-than-normal,
1146,266,current-speed,
1147,267,speed-limit,
1148,268,travel-time,
1149,269,merging-traffic,
1150,270,traffic-flowing-freely,
1151,271,traffic-easing,
1152,272,traffic-returned-to-normal,
1153,273,no-problems-to-report,
1154,274,traffic-congestion-cleared,
1155,8960,travel,
1156,8961,transit,
1157,8962,bus,
1158,8963,trolleybus,
1159,8964,rail,
1160,8965,commuter-rail,
1161,8966,subway,
1162,8967,rapid-transit,
1163,8968,light-rail,
1164,8969,streetcar,
1165,8970,dial-a-ride,
1166,8971,park-and-ride,
1167,8972,shuttle,
1168,8973,free-shuttle,
1169,8974,airport-shuttle,
1170,8975,taxies,
1171,8976,ferry,
1172,8977,passenger-ferry,
1173,8978,vehicle-ferry,
1174,8979,aerial-tramway,
1175,8980,automated-guideway,
1176,8981,cable-cars,
1177,8982,monorail,
1178,8983,air-travel,
1179,8984,hitch-hitching,
1180,8985,walk,
1181,10752,unknown-transit-problem,
1182,10753,sleeping-customer,
1183,10754,assault-on-passenger,
1184,10755,assault-on-employee,
1185,10756,broken-seat,
1186,10757,bus-alarm,
1187,10758,crime-or-drug-deal,
1188,10759,eating-on-board,
1189,10760,equipment-problem-with-air-conditioning,
1190,10761,equipment-problem-with-air-system,
1191,10762,equipment-problem-with-brakes,
1192,10763,equipment-problem-with-chassis-or-suspension,
1193,10764,equipment-problem-with-cooling-system,
1194,10765,equipment-problem-with-doors,
1195,10766,equipment-problem-with-electrical,
1196,10767,equipment-problem-with-engine,
1197,10768,equipment-problem-with-exterior-or-body,
1198,10769,equipment-problem-with-fare-collection,
1199,10770,equipment-problem-with-fuel-or-exhaust,
1200,10771,equipment-problem-with-horn,
1201,10772,equipment-problem-with-interior,
1202,10773,equipment-problem-with-liftkneeling,
1203,10774,equipment-problem-with-lights,
1204,10775,equipment-problem-with-lubrication,
1205,10776,equipment-problem-with-radio-or-communication,
1206,10777,equipment-problem-with-signs,
1207,10778,equipment-problem-with-steering,
1208,10779,equipment-problem-with-tires,
1209,10780,equipment-problem-with-transmission,
1210,10781,equipment-problem-with-unknown-alarm,
1211,10782,equipment-problem-with-wipers,
1212,10783,fare-dispute-expired-pass,
1213,10784,fare-dispute-expired-transfer,
1214,10785,fare-dispute-expired-upgrade,
1215,10786,fare-dispute-other,
1216,10787,fare-dispute-refuses-to-pay,
1217,10788,lift-passenger-cycle-completed,
1218,10789,lift-passenger-ready-to-alight,
1219,10790,lift-passenger-ready-to-board,
1220,10791,lost-article,
1221,10792,objects-thrown,
1222,10793,passenger-accident-alighting,
1223,10794,passenger-accident-boarding,
1224,10795,passenger-accident-fallen-on-board,
1225,10796,passenger-load,
1226,10797,passenger-accident-other,
1227,10798,passenger-sick-or-injured,
1228,10799,right-of-way,
1229,10800,theft,
1230,10801,theft-of-service,
1231,10802,waiting-to-get-relief-for-schedule-break,
1232,10803,waiting-to-get-relief-after-run-is-finished,
1233,10804,waiting-to-provide-relief,
1234,9472,through-traffic,
1235,9473,holiday-traffic,
1236,9474,residents,
1237,9475,visitors,
1238,9476,long-distance-traffic,
1239,9477,local-traffic,
1240,9478,regional-traffic,
1241,9479,arrivals,
1242,9480,departures,
1243,9481,airline-travelers,
1244,9482,commuter-airline-travelers,
1245,9483,domestic-airline-travelers,
1246,9484,international-airline-travelers,
1247,9485,pedestrians,
1248,9486,bicyclists,
1249,1792,vehicle-traveling-wrong-way,
1250,1793,reckless-driver,
1251,1794,prohibited-vehicle-on-roadway,
1252,1795,emergency-vehicles-on-roadway,
1253,1796,high-speed-emergency-vehicles,
1254,1797,high-speed-chase,
1255,1798,dangerous-vehicle-warning-cleared,
1256,1799,emergency-vehicle-warning-cleared,
1257,9216,all-vehicles,
1258,9217,bicycles,
1259,9218,motorcycles,
1260,9219,cars,
1261,9220,light-vehicles,
1262,9221,cars-and-light-vehicles,
1263,9222,cars-with-trailers,
1264,9223,cars-with-recreational-trailers,
1265,9224,vehicles-with-trailers,
1266,9225,heavy-vehicles,
1267,9226,trucks,
1268,9227,buses,
1269,9228,articulated-buses,
1270,9229,school-buses,
1271,9230,vehicles-with-semi-trailers,
1272,9231,vehicles-with-double-trailers,
1273,9232,high-profile-vehicles,
1274,9233,wide-vehicles,
1275,9234,long-vehicles,
1276,9235,hazardous-loads,
1277,9236,exceptional-loads,
1278,9237,abnormal-loads,
1279,9238,convoys,
1280,9239,maintenance-vehicles,
1281,9240,delivery-vehicles,
1282,9241,vehicles-with-even-numbered-license-plates,
1283,9242,vehicles-with-odd-numbered-license-plates,
1284,9243,vehicles-with-parking-permits,
1285,9244,vehicles-with-catalytic-converters,
1286,9245,vehicles-without-catalytic-converters,
1287,9246,gas-powered-vehicles,
1288,9247,diesel-powered-vehicles,
1289,9248,lpg-vehicles,
1290,9249,military-convoys,
1291,9250,military-vehicles,
1292,9251,electric-powered-vehicles,
1293,9252,hybrid-powered-vehicles,
1294,9253,inherently-low-emission-vehicles,
1295,9254,commercial-vehicles,
1296,9255,runaway-vehicles,
1297,9256,vehicles-with-lugs,
1298,9257,motor-driven-cycles,
1299,9258,recreational-vehicles,
1300,9259,non-motorized-vehicles,
1301,9260,traffic,
1302,5376,dense-fog,HAZARD
1303,5377,fog,HAZARD
1304,5378,patchy-fog,HAZARD
1305,5379,freezing-fog,HAZARD
1306,5380,ice-fog,HAZARD
1307,5381,mist,HAZARD
1308,5382,haze,HAZARD
1309,5383,visibility-reduced,HAZARD
1310,5384,visibility-blocked,HAZARD
1311,5385,white-out,HAZARD
1312,5386,blowing-snow,HAZARD
1313,5387,smoke-hazard,HAZARD
1314,5388,spray-hazard,HAZARD
1315,5389,low-sun-glare,HAZARD
1316,5390,snow-glare,HAZARD
1317,5391,blowing-dust,"BLOWING_DUST, HAZARD"
1318,5392,blowing-sand,HAZARD
1319,5393,dust-storms,HAZARD
1320,5394,sandstorms,"SANDSTORM, HAZARD"
1321,5395,air-quality-good,
1322,5396,air-quality-fair,
1323,5397,air-quality-poor,
1324,5398,air-quality-very-poor,
1325,5399,severe-exhaust-pollution,
1326,5400,smog-alert,
1327,5401,pollen-count-high,
1328,5402,pollen-count-medium,
1329,5403,pollen-count-low,
1330,5404,swarms-of-insects,"INSECT_SWARMS, HAZARD"
1331,5405,fog-clearing,
1332,5406,visibility-improved,
1333,5407,fog-forecast-withdrawn,
1334,5408,pollution-alert-ended,
1335,5409,air-quality-improved,
1336,6912,risk,
1337,6913,watch,
1338,6914,warning,
1339,6915,alert,HAZARD
1340,6916,danger,HAZARD
1341,6917,danger-of-explosion,HAZARD
1342,6918,danger-of-fire,HAZARD
1343,6919,extra-police-patrols-in-operation,
1344,6920,look-out-for-vehicles-stopped-under-bridges,
1345,6921,increased-risk-of-accident,
1346,6922,rescue-and-recovery-work-in-progress-at-scene,
1347,6923,police-at-scene,
1348,6924,emergency-vehicles-at-scene,
1349,6925,traffic-being-directed-around-accident-area,
1350,6926,police-directing-traffic,
1351,6927,rescue-workers-directing-traffic,
1352,6928,repairs-in-progress,ROAD_MAINTENANCE
1353,6929,pilot-car-in-operation,
1354,6930,look-out-for-flagger,
1355,6931,look-out-for-workers,
1356,6932,police-checks-in-operation,
1357,6933,truck-check-point,
1358,6934,lockdown,
1359,6935,security-check-point,
1360,6936,single-occupancy-vehicle-check-point,
1361,6937,mandatory-speed-limit-in-force,
1362,6938,speed-limit-in-force-for-heavy-vehicles,
1363,6939,behind-you,
1364,6940,ride-with-traffic,
1365,6941,look,
1366,6942,photo-enforced,
1367,6943,traffic-signs,
1368,6944,traffic-laws,
1369,6945,use-low-gear,
1370,6946,bridge-ices-before-road,
1371,6947,speed-checked-by-radar,
1372,6948,speed-checked-by-aircraft,
1373,6949,fines,
1374,6950,fines-higher,
1375,6951,fines-doubled,
1376,6952,fines-tripled,
1377,6953,warning-canceled,
1378,6954,watch-canceled,
1379,6955,alert-canceled,
1380,6956,ended,
1381,6957,cleared,
1382,6958,canceled,
1383,4608,overcast,
1384,4609,cloudy,
1385,4610,mostly-cloudy,
1386,4611,partly-cloudy,
1387,4612,partly-sunny,
1388,4613,mostly-sunny,
1389,4614,sunny,
1390,4615,fair-skies,
1391,4616,clear-skies,
1392,4617,mostly-clear,
1393,4618,mostly-dry,
1394,4619,dry,
1395,4620,uv-index-very-high,
1396,4621,uv-index-high,
1397,4622,uv-index-moderate,
1398,4623,uv-index-low,
1399,4624,uv-index-very-low,
1400,4625,barometric-pressure,
1401,4626,ozone-alert,
1402,4627,lighting-unknown,
1403,4628,artificial-exterior-light,
1404,4629,artificial-interior-light,
1405,4630,darkness,
1406,4631,dusk,
1407,4632,dawn,
1408,4633,moonlight,
1409,4634,daylight,
1410,4635,weather-forecast-withdrawn,
1411,5120,tornado,HAZARD
1412,5121,hurricane,HAZARD
1413,5122,hurricane-force-winds,HAZARD
1414,5123,tropical-storm,HAZARD
1415,5124,gale-force-winds,HAZARD
1416,5125,storm-force-winds,HAZARD
1417,5126,strong-winds,
1418,5127,moderate-winds,
1419,5128,light-winds,
1420,5129,calm,
1421,5130,gusty-winds,
1422,5131,crosswinds,
1423,5132,windy,
1424,5133,strong-winds-have-eased,
1425,5134,strong-wind-forecast-withdrawn,
1426,6400,driving-conditions-good,
1427,6401,driving-conditions-fair,
1428,6402,difficult-driving-conditions,
1429,6403,very-difficult-driving-conditions,HAZARD
1430,6404,hazardous-driving-conditions,HAZARD
1431,6405,extremely-hazardous-driving-conditions,HAZARD
1432,6144,winter-equipment-recommended,
1433,6145,winter-equipment-required,
1434,6146,snow-chains-recommended,
1435,6147,snow-chains-required,
1436,6148,snow-chains-prohibited,
1437,6149,studded-tires-prohibited,
1438,6150,snow-tires-recommended,
1439,6151,snow-tires-required,
1440,6152,four-wheel-drive-recommended,
1441,6153,four-wheel-drive-required,
1442,6154,snow-tires-or-chains-recommended,
1443,6155,snow-tires-or-chains-required,
1444,6156,winter-driving-requirements-lifted,
